x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,value,Timestamp
0,2,3,2,0,0,3,0,1,1,1,3,1.6653345369377348e-16,983
0,2,0,0,3,0,0,0,0,0,1,2,0.9999999999999997,986
2,2,2,3,2,3,2,2,3,2,3,1,2.220446049250313e-16,988
2,3,2,2,1,1,3,1,0,1,0,2,0.0,990
1,3,2,2,1,3,1,1,1,1,1,1,9.71445146547012e-17,992
2,1,1,0,0,1,3,3,3,1,2,0,1.6653345369377348e-16,994
2,0,2,1,0,3,1,3,2,3,1,3,-3.3306690738754696e-16,996
0,1,2,3,3,0,2,2,1,2,1,0,0.0,998
2,2,0,3,0,3,0,0,1,0,3,0,-1.1102230246251565e-16,1001
1,1,3,2,0,1,3,0,2,2,1,1,0.9999999999999998,1003
1,0,2,3,1,3,2,3,2,0,0,2,0.0,1005
2,3,1,2,3,3,0,1,1,2,2,1,-2.7755575615628914e-16,1007
2,1,2,3,2,2,2,0,0,3,2,0,0.7071067811865468,1010
1,2,1,3,0,0,0,1,1,3,2,1,2.636779683484747e-16,1012
3,1,1,1,1,0,3,1,1,1,3,1,2.636779683484747e-16,1014
2,2,1,2,0,3,2,1,3,1,1,0,-3.0531133177191805e-16,1016
3,1,0,1,1,1,0,2,3,1,3,2,-1.6653345369377348e-16,1018
3,3,0,2,0,0,2,2,0,1,0,0,1.6653345369377348e-16,1020
1,2,3,0,0,3,0,2,0,0,2,0,1.1102230246251565e-16,1022
1,1,3,2,2,1,0,0,0,0,3,2,0.9999999999999999,1024
1,1,2,2,0,1,3,2,2,0,3,1,-0.9999999999999997,1026
0,0,1,0,3,2,2,2,1,3,1,1,0.7071067811865475,1029
2,0,3,2,0,1,0,3,0,0,2,2,4.996003610813204e-16,1031
1,1,2,1,2,3,1,1,3,0,3,2,1.3877787807814457e-16,1033
1,2,0,2,1,2,2,2,3,1,1,1,-0.4999999999999995,1036
0,2,2,1,2,2,1,3,2,0,2,2,0.9999999999999993,1038
1,3,1,2,3,2,2,3,2,0,0,0,1.6653345369377348e-16,1040
3,3,3,1,0,1,3,0,1,2,3,1,1.3877787807814457e-17,1042
3,0,0,2,2,2,0,3,0,2,3,3,0.0,1044
1,1,2,1,3,1,1,0,1,3,2,0,1.1102230246251565e-16,1046
2,1,2,2,0,3,1,0,2,2,0,3,-0.7071067811865477,1048
2,0,1,1,1,2,1,2,0,3,1,1,1.6653345369377348e-16,1050
3,2,3,3,3,0,2,3,3,2,3,2,-0.9999999999999997,1052
2,0,1,2,0,0,0,3,3,0,0,0,-2.220446049250313e-16,1055
3,1,2,3,2,3,0,2,0,1,0,2,3.885780586188048e-16,1058
2,0,0,1,2,1,3,2,3,3,2,0,-1.6653345369377348e-16,1060
0,2,0,1,0,1,1,3,1,2,2,0,5.551115123125783e-17,1062
2,3,0,0,1,1,3,0,2,1,3,3,-5.551115123125783e-17,1064
1,2,1,3,0,1,2,3,0,1,3,2,5.551115123125783e-17,1066
3,1,2,2,0,0,3,1,3,0,1,0,-0.7071067811865477,1069
1,2,2,0,3,3,0,2,3,2,1,2,-0.9999999999999996,1071
3,2,2,3,1,0,1,0,1,3,3,2,2.7755575615628914e-16,1073
0,0,2,0,3,0,0,0,2,3,0,3,-1.6653345369377348e-16,1075
2,2,0,2,3,3,3,2,0,1,0,2,-1.1102230246251564e-16,1077
3,1,2,1,2,0,3,3,1,2,2,2,-0.9999999999999997,1080
0,2,3,2,1,2,0,0,2,0,1,3,0.9999999999999996,1082
2,1,1,0,2,0,1,2,3,3,3,3,-1.6653345369377348e-16,1085
2,2,1,3,2,0,1,2,2,0,2,0,0.9999999999999998,1087
0,1,3,0,3,3,1,1,0,0,1,2,0.7071067811865475,1089
3,2,1,2,1,0,2,0,1,0,0,3,-0.7071067811865478,1091
2,2,3,0,1,1,0,2,2,1,2,2,2.7755575615628914e-16,1093
2,2,0,0,2,1,3,3,2,1,1,2,-1.1102230246251565e-16,1095
1,1,1,1,2,2,1,2,3,0,1,3,2.775557561562892e-16,1097
1,2,1,1,1,2,3,0,3,1,1,2,6.938893903907228e-17,1099
0,1,1,1,0,3,3,1,0,1,1,1,0.7071067811865469,1101
3,1,2,1,2,1,0,1,0,2,3,1,1.1102230246251565e-16,1103
0,2,2,1,0,0,0,3,0,2,2,1,-0.9999999999999998,1106
2,3,2,3,2,2,2,3,1,2,2,1,5.551115123125783e-17,1108
2,1,0,3,3,3,2,2,3,0,2,1,-1.6653345369377348e-16,1110
0,2,1,1,2,0,1,3,0,2,3,2,-1.0,1112
2,0,3,0,3,2,0,2,3,0,2,0,2.220446049250313e-16,1114
2,3,1,0,0,1,1,1,2,0,3,3,-0.7071067811865472,1116
0,2,2,1,0,3,3,0,3,2,3,0,5.551115123125783e-17,1119
3,3,0,1,3,0,0,0,0,1,1,1,-0.7071067811865471,1121
0,1,2,0,1,3,1,2,1,0,0,0,0.7071067811865476,1123
1,0,0,2,0,3,2,0,3,1,0,1,-5.551115123125783e-17,1125
0,0,3,3,0,0,2,0,0,1,3,0,-1.1102230246251565e-16,1127
1,2,0,0,1,2,2,3,3,2,3,0,0.7071067811865472,1129
2,0,0,1,3,3,2,2,0,3,1,0,-0.4999999999999999,1132
2,1,3,2,2,2,2,0,2,1,0,1,-0.7071067811865474,1134
0,0,1,0,1,0,3,3,1,0,0,3,-1.1102230246251565e-16,1136
3,2,2,2,3,1,2,1,3,0,1,3,1.3877787807814457e-16,1138
0,3,1,3,1,1,2,0,0,2,1,0,-0.7071067811865474,1140
3,0,0,3,1,3,2,0,2,0,2,3,1.1102230246251565e-16,1142
2,3,2,2,0,0,2,2,1,1,0,0,0.0,1144
3,2,2,3,0,1,1,0,3,2,3,0,-1.1102230246251565e-16,1146
0,1,0,2,0,2,3,1,0,3,0,0,0.7071067811865468,1148
3,0,3,0,3,3,1,1,2,1,2,3,1.6653345369377348e-16,1150
1,3,1,2,3,2,2,0,3,1,1,3,1.694818351060767e-32,1153
3,1,3,3,3,1,3,3,0,1,3,0,-1.942890293094024e-16,1155
2,2,2,1,1,3,0,3,1,0,3,2,0.0,1157
0,3,2,0,3,3,0,1,2,3,3,3,-1.6653345369377348e-16,1159
0,0,0,1,0,3,2,0,1,2,1,2,-5.551115123125783e-17,1161
3,2,1,0,1,0,0,1,0,0,3,0,-1.1102230246251565e-16,1163
1,3,3,3,0,0,0,0,0,3,2,0,0.0,1165
2,3,2,3,3,1,1,0,1,1,3,1,0.7071067811865474,1168
1,1,0,2,3,3,2,1,0,0,0,2,-0.7071067811865478,1170
2,0,0,0,2,3,3,2,1,2,1,0,5.551115123125783e-17,1172
3,3,1,1,1,0,2,3,3,1,3,0,-2.7755575615628914e-16,1174
0,1,2,1,0,3,1,3,0,0,1,0,0.7071067811865474,1176
3,3,3,0,2,1,2,0,2,2,3,0,0.7071067811865472,1178
2,1,1,3,0,1,2,2,1,3,3,2,5.551115123125783e-17,1180
0,1,2,2,1,3,3,0,0,1,1,3,-2.220446049250313e-16,1183
1,1,3,0,0,1,0,0,1,3,1,3,-2.220446049250313e-16,1185
1,2,3,3,2,0,2,1,3,0,3,1,0.7071067811865475,1187
2,0,2,2,2,0,2,3,2,0,0,3,-0.9999999999999996,1190
3,0,1,2,2,1,2,2,1,1,0,3,-2.7755575615628914e-16,1192
2,1,3,3,0,1,3,2,1,0,3,2,5.551115123125783e-17,1194
0,2,0,2,3,2,1,3,3,2,2,3,-4.440892098500626e-16,1196
3,1,2,0,2,0,3,1,2,1,1,2,2.220446049250313e-16,1198
3,2,3,0,1,2,1,0,0,0,3,2,1.1102230246251565e-16,1201
2,2,0,3,2,2,2,0,0,0,2,1,0.9999999999999996,1203
0,1,0,2,0,0,3,0,2,2,0,2,1.6653345369377348e-16,1205
2,1,1,2,3,1,2,1,3,0,3,3,-2.3592239273284576e-16,1207
0,1,2,3,0,2,1,2,3,1,1,3,-2.7755575615628914e-17,1209
3,3,2,3,2,3,0,0,0,3,1,2,-2.220446049250313e-16,1211
3,0,2,2,0,3,0,2,0,0,1,0,1.1102230246251565e-16,1213
0,1,3,1,2,3,0,0,0,1,2,1,-2.7755575615628914e-16,1215
2,2,0,1,0,3,3,0,1,0,2,3,5.551115123125783e-17,1218
1,3,1,3,1,3,0,3,2,3,3,3,1.1102230246251565e-16,1220
3,2,3,1,2,1,2,0,1,1,0,2,0.7071067811865475,1222
2,3,1,1,1,0,3,1,0,0,2,1,-1.6653345369377348e-16,1225
0,2,3,3,2,1,1,1,2,2,0,3,0.0,1229
0,0,1,2,3,0,2,3,2,3,2,0,-1.1102230246251565e-16,1232
1,0,1,2,1,2,1,2,1,2,2,2,0.0,1234
3,0,3,1,1,1,1,1,1,1,2,1,2.220446049250313e-16,1236
2,1,1,2,3,2,0,1,3,1,3,0,0.7071067811865474,1238
2,1,2,3,0,0,1,0,3,3,3,1,1.1102230246251565e-16,1240
1,0,0,1,1,3,2,1,1,2,2,2,3.3306690738754696e-16,1242
2,2,0,2,2,3,2,3,0,0,2,2,1.1102230246251565e-16,1244
2,2,1,0,0,1,3,2,2,0,1,0,2.220446049250313e-16,1299
