x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,value,Timestamp
0,2,3,3,0,0,2,0,2,2,2,0,-0.5490812095500964,7486
1,2,1,0,1,3,0,2,3,0,1,2,-0.8075949294340162,7511
2,1,0,1,2,3,1,2,0,3,0,2,-0.8075949294340162,7534
0,3,0,3,0,3,0,0,3,1,0,3,-0.3432756960064599,7558
2,3,1,3,0,2,3,1,2,2,1,0,-0.8075949294340162,7578
0,3,1,0,1,2,1,3,1,2,1,2,-0.33426076594829357,7602
0,1,0,0,2,0,2,0,0,3,3,3,-0.5490812095500964,7621
2,1,3,2,0,0,2,3,2,0,2,2,-0.8075949294340162,7642
3,0,0,0,0,1,1,2,2,2,2,0,-0.5400662794919301,7661
2,2,1,3,0,3,1,3,3,0,3,3,-0.5400662794919301,7685
1,3,3,0,2,1,3,3,3,3,2,3,-0.5310513494337638,7714
1,3,3,0,1,2,2,3,3,0,0,1,-0.7458717930355666,7740
0,3,0,2,1,1,2,2,0,1,2,0,-0.5400662794919301,7764
1,3,2,3,0,3,3,2,2,2,0,2,-0.5400662794919301,7788
3,1,0,3,1,3,0,2,0,1,3,3,-0.5400662794919301,7815
2,2,3,3,3,1,2,0,2,3,0,2,-0.2725376295498442,7840
1,2,1,2,3,3,0,2,0,2,0,2,-0.5400662794919301,7863
3,3,2,2,3,0,0,1,0,0,2,1,-0.8075949294340162,7885
0,0,3,0,1,1,1,3,1,3,2,2,-0.5400662794919301,7912
3,1,3,0,1,0,0,0,0,3,3,2,-0.807594929434016,7936
0,1,0,1,3,3,3,0,0,1,3,0,-0.5400662794919301,7960
1,2,0,1,1,0,3,3,2,1,3,2,-0.5400662794919301,7986
3,3,0,1,1,1,1,0,1,3,1,0,-0.8075949294340162,8017
3,0,3,1,1,1,0,1,2,0,3,2,-0.5400662794919301,8042
1,0,1,2,1,1,1,3,1,2,1,2,-0.5490812095500964,8069
2,3,0,1,0,2,2,3,2,0,2,0,-0.8075949294340162,8088
3,1,0,1,3,3,0,2,1,3,3,2,-0.3432756960064599,8118
2,3,3,1,2,1,2,3,1,1,3,2,-0.807594929434016,8146
0,2,2,1,0,1,3,2,2,3,1,0,0.004005950450408191,8167
1,3,2,3,0,3,2,0,1,2,2,2,-0.5400662794919301,8193
2,2,1,3,1,2,3,3,1,0,1,0,-0.3432756960064599,8216
3,3,3,1,2,2,0,2,2,1,2,0,-0.5400662794919301,8240
1,3,3,0,1,0,0,3,1,2,0,3,-0.35229062606462624,8264
0,0,2,1,2,0,3,3,1,1,1,3,-0.5400662794919301,8285
3,1,0,0,1,3,3,2,1,1,2,3,-0.5400662794919301,8316
0,1,2,0,3,0,2,1,2,3,0,3,-0.5400662794919301,8338
2,1,2,1,1,0,3,1,2,3,2,3,-0.2725376295498442,8363
3,3,1,0,0,1,0,1,3,3,1,2,-0.5400662794919301,8390
3,1,0,3,3,3,2,2,0,2,3,3,-0.2725376295498442,8416
3,1,1,3,2,2,1,3,3,3,0,3,-0.5400662794919301,8443
3,3,2,3,3,3,2,1,2,3,1,0,-0.5400662794919301,8472
2,0,3,2,1,2,1,2,1,0,0,2,-0.5400662794919301,8493
1,2,3,0,0,0,1,0,2,0,2,3,-0.2725376295498442,8511
2,2,3,2,3,1,0,3,2,0,0,2,-0.7368568629774003,8532
1,3,0,0,3,2,2,0,1,0,2,1,-0.5400662794919301,8556
1,0,1,0,0,1,0,1,2,3,2,2,-0.5400662794919301,8579
0,0,2,0,3,3,1,2,0,2,0,3,-0.5400662794919301,8599
1,1,3,0,3,2,0,2,1,2,3,3,-0.5400662794919301,8626
2,2,1,2,2,2,3,1,3,1,3,3,-0.5400662794919301,8651
1,2,0,1,3,2,1,1,2,1,1,0,-0.5400662794919301,8675
2,3,1,1,2,2,3,2,3,0,0,1,-0.3432756960064599,8699
0,0,2,3,1,0,3,0,0,0,1,2,-0.33426076594829357,8716
3,3,1,3,2,3,0,2,1,1,0,3,-0.8075949294340162,8745
1,0,3,0,1,0,3,1,1,1,0,3,-0.5400662794919301,8770
0,1,3,3,3,1,3,1,0,1,1,0,-0.807594929434016,8796
3,0,0,0,2,3,0,3,2,1,1,3,-0.7368568629774003,8818
3,3,0,3,2,2,3,1,2,1,0,2,-0.35229062606462624,8843
1,2,1,2,1,3,0,0,0,0,2,3,-0.3432756960064599,8865
